LineName	FemaleParent	MaleParent
CP71-0486	CP52-0068	US66-113-9
CP71-1038	CP52-0068	CP56-0059
CP71-1086	CP52-0068	CP56-0059
CP71-1194	CP62-0374	CP56-0059
CP71-1240	CP62-0374	CP56-0059
CP72-0310	L60-0025	L62-0096
CP72-0317	CP61-0037	CP52-0068
CP72-0321	L60-0025	L62-0096
CP72-0353	CP52-0068	CP62-0258
CP72-0355	CP52-0068	CP62-0258
CP72-0358	CP52-0068	CP62-0258
CP72-0359	CP52-0068	CP62-0258
CP72-0364	CP52-0068	CP61-0084
CP72-0370	CP61-0037	CP52-0068
CP72-0374	CP61-0039	CP62-0258
CP72-1210	CP65-0357	CP56-0063
CP72-1312	CP65-0357	CP56-0063
CP72-2079	CP62-0374	CP63-0588
CP72-2083	CP62-0374	CP63-0588
CP72-2086	CP62-0374	CP63-0588
CP73-0308	CP52-0068	L62-0096
CP73-0317	CP52-0068	CP62-0258
CP73-0321	CP61-0037	CP57-0614
CP73-0334	CP61-0037	CP57-0614
CP73-0340	CP65-0357	L65-0069
CP73-0341	CP65-0357	L65-0069
CP73-0343	CP65-0357	L65-0069
CP73-0345	CP65-0357	L65-0069
CP73-0350	CP65-0357	L65-0069
CP73-0351	CP65-0357	L65-0069
CP73-0375	CP61-0037	CP57-0614
CP73-1311	CP52-0068	CP63-0588
CP74-0303	CP65-0357	CP62-0258
CP74-0309	CP65-0357	CP62-0258
CP74-0312	L65-0069	CP62-0258
CP74-0315	CP65-0357	CP62-0258
CP74-0319	CP65-0357	L62-0096
CP74-0321	CP65-0357	L62-0086
CP74-0322	CP65-0357	L62-0086
CP74-0328	CP65-0357	L62-0086
CP74-0362	CP65-0357	CP57-0614
CP74-0383	CP65-0357	L65-0069
CP74-0384	CP65-0357	L65-0069
CP74-0385	CP65-0357	L65-0069
CP74-0386	CP65-0357	L65-0069
CP74-0387	CP65-0357	L65-0069
CP74-0389	CP65-0357	L65-0069
CP74-0396	CP65-0357	L65-0069
CP74-0398	CP65-0357	CP57-0614
CP74-2005	CP66-1043	CP63-0588
CP75-0300	CP66-0346	L65-0069
CP75-0308	CP66-0346	L65-0069
CP75-0309	CP66-0346	L65-0069
CP75-0319	CP61-0037	CP57-0614
CP75-0324	CP65-0357	L65-0069
CP75-0327	CP65-0357	L65-0069
CP75-0330	CP65-0357	L65-0069
CP75-0332	CP65-0357	L65-0069
CP75-0343	CP65-0357	L65-0069
CP75-0344	CP65-0357	L65-0069
CP75-0361	CP65-0357	CP57-0526
CP75-0365	CP65-0357	CP57-0526
CP75-0366	CP65-0357	CP57-0526
CP75-0372	CP65-0357	CP57-0526
CP75-0373	CP65-0357	L62-0096
CP75-1322	CP69-1059	CP57-0614
CP76-0300	CP65-0357	CP57-0614
CP76-0301	CP52-0068	CP67-0412
CP76-0302	CP66-0346	L65-0069
CP76-0304	CP65-0357	CP57-0614
CP76-0306	CP52-0068	CP67-0412
CP76-0312	L65-0069	CP68-0350
CP76-0313	CP65-0357	CP68-0350
CP76-0328	CP65-0357	L65-0069
CP76-0330	CP65-0357	L65-0069
CP76-0331	CP65-0357	L65-0069
CP76-0340	CP65-0357	L65-0069
CP76-0343	CP65-0357	L65-0069
CP76-0350	CP66-0376	CP66-0346
CP76-0351	CP65-0357	L65-0069
CP76-0354	CP65-0357	CP67-0411
CP76-0355	CP66-0346	CP67-0424
CP76-0356	CP66-0346	CP67-0424
CP77-0302	CP65-0357	CP68-0350
CP77-0303	CP65-0357	CP68-0350
CP77-0306	CP71-0443	CP66-0315
CP77-0307	CP71-0443	CP66-0315
CP77-0308	CP66-0315	CP71-0405
CP77-0310	CP52-0068	L65-0069
CP77-0313	CP71-0453	CP71-0405
CP77-0314	CP52-0068	CP68-0350
CP77-0315	CP52-0068	CP71-0424
CP77-0334	CP65-0357	CP70-0401
CP77-0400	CP66-0315	CP71-0400
CP77-0401	CP66-0315	CP71-0400
CP77-0402	CP71-0404	CP71-0405
CP77-0403	CP71-0404	CP69-0338
CP77-0405	CP52-0068	CP71-0424
CP77-0406	CP66-0315	CP71-0424
CP77-0407	CP71-0421	CP66-0315
CP77-0411	CP69-0380	CP71-0419
CP77-0412	CP69-0380	CP71-0419
CP77-0413	CP69-0380	CP71-0411
CP77-0414	CP69-0380	CP71-0471
CP77-0417	CP71-0405	L65-0069
CP77-0418	CP69-0380	CP71-0419
CP78-0303	CP65-0357	CP71-0441
CP78-0304	CP65-0357	CP71-0441
CP78-0310	CP65-0357	L65-0069
CP78-0311	CP65-0357	CP71-0399
CP78-0313	CP65-0357	CP71-0441
CP78-0314	CP71-0445	L65-0069
CP78-0317	CP71-0441	L65-0069
CP78-0318	CP71-0441	L65-0069
CP78-0321	CP52-0068	L65-0069
CP78-0322	CP52-0068	L65-0069
CP78-0324	CP68-0383	CP69-0380
CP78-0325	CP65-0357	CP70-0330
CP78-0326	CP65-0357	CP67-0411
CP78-0328	CP65-0357	CP66-0346
CP78-0329	CP69-0367	CP69-0380
CP78-0334	CP65-0357	CP70-0330
CP78-0335	CP65-0357	CP70-0330
CP78-0337	CP65-0357	CP70-0300
CP78-0338	CP69-0380	CP70-0300
CP78-0341	CP52-0068	CP66-0346
CP78-0343	CP65-0357	CP66-0346
CP78-0348	CP65-0357	CP69-0380
CP78-0349	CP65-0357	CP69-0380
CP78-0359	Ho74-0012	CP69-0380
CP78-1628	CP65-0357	CP68-1026
CP79-0300	CP65-0357	L65-0069
CP79-0301	CP65-0357	L65-0069
CP79-0302	CP65-0357	CP67-0411
CP79-0304	CP65-0357	CP67-0411
CP79-0309	CP65-0357	L65-0069
CP79-0311	CP65-0357	CP67-0411
CP79-0314	CP65-0357	L65-0069
CP79-0315	CP65-0357	L65-0069
CP79-0318	CP65-0357	L65-0069
CP79-0319	CP66-0376	CP66-0346
CP79-0324	CP66-0376	CP66-0346
CP79-0327	CP70-0310	L65-0069
CP79-0328	CP70-0310	L65-0069
CP79-0344	CP68-0368	CP66-0346
CP79-1658	CP70-1547	CP63-0588
CP80-0302	CP65-0357	L65-0069
CP80-0305	CP65-0357	L65-0069
CP80-0306	CP52-0068	L65-0069
CP80-0308	CP70-0317	L65-0069
CP80-0309	CP65-0357	L65-0069
CP80-0310	CP65-0357	L65-0069
CP80-0311	CP65-0357	CP71-0424
CP80-0313	CP65-0357	CP71-0424
CP80-0314	CP61-0039	CP69-0373
CP80-0315	CP67-0413	L65-0069
CP80-0317	CP65-0357	CP71-0424
CP80-0318	CP65-0357	CP71-0424
CP80-0319	CP65-0357	CP71-0424
CP80-0320	CP65-0357	CP71-0424
CP80-0322	CP70-0321	CP66-0346
CP80-0323	CP70-0321	CP66-0346
CP80-0329	CP65-0357	CP70-0401
CP80-0332	CP61-0037	CP66-0346
CP80-0335	CP52-0068	CP70-0401
CP80-0337	L65-0069	CP71-0334
CP80-0342	CP65-0357	L65-0069
CP80-0346	CP65-0357	CP69-0373
CP80-0348	CP71-0382	CP66-0346
CP80-0349	CP61-0039	CP66-0346
CP80-0350	CP61-0037	CP69-0373
CP80-0352	CP61-0037	CP66-0346
CP80-0356	CP70-0300	CP66-0346
CP80-0360	CP72-0353	L65-0069
CP81-0301	CP52-0068	CP70-0300
CP81-0306	CP65-0357	CP66-0346
CP81-0307	CP70-0321	CP73-0343
CP81-0311	CP67-0412	CP66-0346
CP81-0312	CP70-0310	L65-0069
CP81-0315	CP65-0357	L65-0069
CP81-0316	CP65-0357	L65-0069
CP81-0319	CP65-0357	CP69-0373
CP81-0320	CP65-0357	CP66-0346
CP81-0329	CP70-0300	CP66-0346
CP81-0332	unknown	unknown
CP81-0333	CP72-0355	CP66-0346
CP81-0338	CP66-0346	L65-0069
CP81-0340	CP71-0318	CP66-0346
CP81-0341	CP72-0356	L65-0069
CP81-0342	CP66-0346	L65-0069
CP81Poly01		
CP82-0501	CP65-0357	CP77-0413
CP82-0506	CP65-0357	CP77-0407
CP82-0508	CP61-0039	CP74-0328
CP82-0510	CP65-0357	CP77-0407
CP82-0512	CP74-0383	CP66-0346
CP82-0513	CP61-0039	CP72-0355
CP82-0514	CP65-0357	CP67-0412
CP82-0517	CP61-0039	CP72-0355
CP82-0525	CP77-0401	CP72-0370
CP82-0528	CP70-0321	CP67-0412
CP82-0529	CP77-0403	CP66-0346
CP82-0533	CP77-0403	CP66-0346
CP82-0534	CP73-0351	CP66-0346
CP82-0537	CP72-0356	L65-0069
CP82-0538	CP70-0330	CP73-0343
CP82-0543	CP65-0357	CP77-0403
CP82-0545	CP65-0357	CP77-0403
CP82-0546	CP65-0357	CP77-0403
CP82-0551	CP65-0357	CP77-0403
CP82-2043	CP72-1312	CP77-0407
CP83-0601	CP72-0370	CP73-0351
CP83-0603	CP72-0355	CP73-0351
CP83-0605	CP73-0340	CP66-0346
CP83-0606	CP74-0385	CP72-0370
CP83-0611	CP72-0370	CP73-0343
CP83-0613	CP72-0370	CP73-0343
CP83-0625	CP70-0330	L65-0069
CP83-0628	CP65-0357	CP75-0319
CP83-0629	CP65-0357	CP75-0319
CP83-0631	CP65-0357	CP77-0413
CP83-0637	CP66-0346	CP76-0330
CP83-0643	CP70-0321	L65-0069
CP83-0644	CP74-0385	CP63-0588
CP83-0649	CP73-0351	CP72-0355
CP83-0655	CP65-0357	CP77-0403
CP83-0656	CP65-0357	CP77-0403
CP83-0657	CP70-0321	CP77-0414
CP83-0658	CP65-0357	CP77-0414
CP83-0659	CP65-0357	Ho74-0032
CP84-0707	CP74-0387	CP72-0370
CP84-0714	CP61-0037	CP75-1091
CP84-0716	CP73-0351	CP77-0403
CP84-0718	CP77-0414	CP73-0351
CP84-0719	CP72-0355	CP73-0351
CP84-0723	CP72-0370	CP73-0343
CP84-0725	CP73-0351	CP77-0403
CP84-0726	CP61-0039	CP73-0351
CP84-0729	CP73-0351	CP77-0403
CP84-0730	CP72-0370	CP73-0343
CP84-0731	CP72-0370	CP73-0343
CP84-0732	CP73-0351	CP77-0403
CP84-0734	CP74-2013	CP73-0351
CP84-0738	CP74-2013	CP73-0351
CP84-0743	CP77-0418	CP73-0351
CP84-0746	CP77-0418	CP73-0351
CP84-0750	CP72-0355	CP70-0321
CP84-0754	CP73-0345	CP72-0370
CP84-0759	CP72-0355	CP70-0330
CP84-0764	CP76-0350	CP70-0330
CP84-0768	CP72-0370	CP70-0330
CP84-0772	CP65-0357	CP77-0418
CP84-0774	CP73-0368	CP73-0351
CP84-0776	CP65-0357	CP77-0407
CP84-1198	CP70-1133	CP72-2086
CP84-1322	CP52-0068	CP72-2086
CP84-3266	CP77-0418	CP73-0351
CP85-0803	CP66-0346	CP77-0413
CP85-0805	CP66-0346	CP77-0413
CP85-0806	CP72-0355	CP73-0351
CP85-0808	CP72-0355	CP73-0351
CP85-0810	CP72-0355	CP73-0351
CP85-0825	CP77-0310	CP75-0327
CP85-0829	CP74-0387	CP77-0407
CP85-0830	CP74-0387	CP77-0407
CP85-0832	CP74-0387	CP77-0407
CP85-0834	CP73-0351	CP77-0413
CP85-0842	CP65-0357	CP72-0355
CP85-0854	CP65-0357	CP77-0418
CP85-0855	CP73-0308	CP73-0351
CP85-0856	CP73-0308	CP73-0351
CP85-0858	CP77-0407	CP67-0412
CP85-0859	CP75-0361	CP77-0407
CP85-0861	CP77-0310	CP77-0414
CP85-0862	CP77-0310	CP77-0414
CP85-0866	CP65-0357	Ho77-0012
CP86-0901	CP78-0344	CP78-0304
CP86-0911	CP73-0308	CP78-0304
CP86-0912	CP76-0380	CP78-0304
CP86-0913	CP76-0380	CP78-0304
CP86-0915	CP76-0380	CP78-0304
CP86-0916	CP72-0356	L65-0069
CP86-0917	CP72-0356	L65-0069
CP86-0920	CP72-0356	L65-0069
CP86-0921	CP72-0370	CP77-0418
CP86-0924	CP72-0370	CP77-0418
CP86-0925	CP76-0380	CP78-0304
CP86-0926	CP68-0361	CP78-0304
CP86-0927	unknown	CP77-0418
CP86-0936	CP76-0340	CP72-0370
CP86-0939	CP76-0356	CP78-0304
CP86-0941	CP76-0356	CP78-0304
CP86-0942	CP76-0356	CP78-0304
CP86-0946	CP77-0310	CP68-0361
CP86-0949	CP65-0357	CP76-0356
CP86-0957	CP75-0361	CP77-0310
CP86-0958	CP75-0361	CP77-0310
CP86-0961	CP75-0361	CP77-0310
CP86-0972	CP72-0370	CP78-0355
CP86-0974	CP75-0361	CP77-0407
CP86-0977	CP72-0370	Ho78-0025
CP86-1206	CP75-1082	CP72-2086
CP87-0609	CP70-0321	H87P2
CP87-0622	CP77-0310	CP78-0355
CP87-0623	CP72-0370	CP77-0418
CP87-0624	CP76-0350	CP73-0351
CP87-0625	CP43-0064	CP70-0330
CP87-0628	CP65-0357	CP70-0330
CP87-0629	CP65-0357	CP70-0330
CP87-0630	CP65-0357	CP70-0330
CP87-0631	CP65-0357	CP70-0330
CP87-0632	CP77-0403	CP66-0346
CP87-0633	CP76-0340	CP77-0407
CP87-0636	CP74-0309	L65-0069
CP87-0638	CP61-0039	CP77-0310
CP87-0639	CP79-0302	CP70-0330
CP87-0641	CP72-0370	CP73-0351
CP87-0642	CP70-0330	CP73-0351
CP87-0643	CP72-0370	CP73-0351
CP87-0644	CP72-0355	CP73-0351
CP87-0645	CP70-0330	CP73-0351
CP87-0646	CP79-0302	CP78-0304
CP87-0647	CP78-0344	CP66-0346
CP87-0648	CP79-0302	CP70-0330
CP87-0650	CP65-0357	CP72-0355
CP87-0651	CP79-0318	CP57-0614
CP87-0652	CP72-0355	CP73-0351
CP87-0655	CP72-0370	CP78-0304
CP87-0656	CP79-0302	CP70-0330
CP87-0657	CP72-0370	CP80-0313
CP87-0658	Ho79-0010	CP77-0310
CP87-0661	Ho79-0011	CP78-0304
CP87-0669	CP65-0357	CP72-0370
CP88-0700	CP79-0318	CP57-0614
CP88-0701	CP79-0318	CP57-0614
CP88-0707	CP77-0310	CP70-0330
CP88-0709	CP74-0383	CP70-0321
CP88-0710	CP74-0383	CP70-0321
CP88-0712	CP80-0313	CP70-0321
CP88-0715	L79-0018	CP73-0351
CP88-0716	CP79-0348	CP80-0323
CP88-0719	CP72-0370	CP76-0331
CP88-0720	CP79-0348	CP80-0323
CP88-0721	CP70-0321	CP72-0355
CP88-0722	CP65-0357	CP70-0321
CP88-0724	CP70-0321	CP72-0355
CP88-0725	CP65-0357	CP72-0355
CP88-0728	CP74-0383	CP80-0323
CP88-0729	CP74-0383	CP80-0323
CP88-0730	CP79-0302	CP72-0370
CP88-0732	CP72-0370	CP80-0315
CP88-0733	CP79-0301	CP80-0323
CP88-0735	CP72-0370	CP73-0351
CP88-0736	CP72-0370	CP73-0351
CP88-0737	CP78-0310	CP78-0304
CP88-0738	CP79-0302	CP80-0323
CP88-0739	CP79-0302	CP80-0323
CP88-0740	CP73-0308	CP73-0351
CP88-0741	CP79-0332	CP73-0351
CP88-0742	CP79-0318	CP78-0304
CP88-0743	CP70-0330	CP74-0387
CP88-0744	CP70-0330	CP74-0387
CP88-0747	CP79-0302	CP80-0323
CP88-0748	CP73-0308	CP77-0310
CP88-0749	CP70-0330	CP74-0387
CP88-0751	CP79-0332	CP73-0351
CP88-0752	CP79-0332	CP73-0351
CP88-0754	CP76-0331	CP78-0304
CP88-0755	CP70-0330	CP76-0331
CP88-0757	CP79-0318	CP72-0370
CP88-0758	CP79-0318	CP72-0370
CP88-0759	CP70-0330	CP76-0331
CP88-0760	CP79-0318	CP72-0370
CP88-0761	CP70-0330	CP76-0331
CP88-0762	CP70-0330	CP80-0323
CP88-0763	CP79-0318	CP57-0614
CP88-0764	CP72-0355	CP80-0323
CP88-0765	CP72-0356	CP78-0304
CP88-0766	CP72-0356	CP78-0304
CP88-0767	CP79-0302	CP77-0310
CP88-0768	CP79-0302	CP77-0310
CP88-0769	CP72-0356	CP78-0304
CP88-0770	CP80-0313	CP80-0323
CP88-0771	CP80-0313	CP80-0323
CP88-0772	CP79-0332	CP80-0323
CP88-0774	CP74-0383	CP72-0370
CP88-0775	CP74-0383	CP72-0370
CP88-0776	CP78-0304	CP79-0327
CP88-0778	CP74-0383	CP72-0370
CP88-0780	CP74-0383	CP78-0304
CP88-2032	CP72-2086	IJ76-497
CP89-0800	CP74-0383	CP72-0370
CP89-0801	CP76-0331	CP78-0304
CP89-0804	CP72-0356	CP80-0323
CP89-0805	CP79-0318	CP80-0323
CP89-0811	CP70-0330	CP76-0331
CP89-0814	CP76-0331	CP78-0304
CP89-0816	CP72-0356	CP57-0614
CP89-0822	CP72-0356	CP78-0304
CP89-0824	CP65-0357	CP70-0330
CP89-0825	CP70-0321	CP75-0308
CP89-0830	CP72-0370	CP76-0331
CP89-0831	CP72-0370	CP76-0331
CP89-0832	CP65-0357	CP70-0330
CP89-0834	CP65-0357	CP70-0330
CP89-0843	CP72-0370	CP78-0304
CP89-0845	CP72-0370	CP78-0304
CP89-0846	CP81-0325	CP78-0304
CP89-0852	CP81-0325	CP78-0304
CP89-0855	CP76-0331	CP77-0310
CP89-0864	CP76-0331	CP77-0310
CP89-0871	CP65-0357	CP78-0348
CP89-0873	CP77-0310	CP79-0348
CP89-0877	CP79-0348	CP80-0323
CP89-0891	CP70-0321	CP81-0338
CP89-0892	CP70-0330	Ho78-0019
CP89-2143	CP81-1254	CP72-2086
CP89-2335	CP72-2086	CP43-0047
CP89Poly03		
CP90-0900	CP72-0356	LCP81-0030
CP90-0901	CP72-0356	LCP81-0030
CP90-0902	CP74-0383	LCP81-0030
CP90-0904	CP72-0370	CP78-0317
CP90-0907	CP70-0321	CP62-0258
CP90-0908	CP70-0321	CP62-0258
CP90-0909	CP79-0348	LCP81-0030
CP90-0910	CP79-0348	LCP81-0030
CP90-0911	CP65-0357	CP78-0317
CP90-0916	CP79-0300	CP73-0351
CP90-0917	CP79-0348	LCP81-0030
CP90-0918	CP79-0348	LCP81-0030
CP90-0919	CP79-0348	LCP81-0030
CP90-0920	CP79-0348	LCP81-0030
CP90-0921	CP79-0348	LCP81-0030
CP90-0922	CP65-0357	LCP81-0030
CP90-0923	CP74-0383	CP72-0370
CP90-0924	CP65-0357	CP82-0551
CP90-0925	CP82-0528	LCP81-0030
CP90-0926	CP74-0383	LCP81-0030
CP90-0927	CP79-0348	LCP81-0030
CP90-0929	CP82-0550	CP80-0323
CP90-0931	CP81-0316	CP80-0323
CP90-0932	LCP81-0030	CP76-0331
CP90-0937	CP82-0559	CP80-0323
CP90-0939	LCP81-0009	LCP81-0030
CP90-0944	CP82-0547	CP57-0614
CP90-0945	CP79-0318	CP78-0304
CP90-0946	CP82-0547	LCP81-0030
CP90-0947	CP82-0559	LCP81-0030
CP90-0948	CP82-0559	LCP81-0030
CP90-0951	CP72-0370	CP82-0551
CP90-0952	CP72-0370	CP82-0551
CP90-0953	LCP81-0009	CP57-0614
CP90-0954	CP82-0559	LCP81-0030
CP90-0955	LCP81-0009	CP57-0614
CP90-0956	CP70-0330	LCP81-0030
CP90-0958	CP82-0559	LCP81-0030
CP90-0959	CP82-0547	LCP81-0030
CP90-0961	CP80-0356	LCP81-0030
CP90-0962	CP82-0559	LCP81-0030
CP90-0963	CP78-0304	LCP81-0030
CP90-0964	CP78-0304	LCP81-0030
CP90-0965	CP78-0304	LCP81-0030
CP90-0966	CP78-0304	LCP81-0030
CP90-0967	CP78-0304	LCP81-0030
CP90-0969	CP78-0304	LCP81-0030
CP90-0970	CP81-0325	CP72-0370
CP90-0971	CP78-0304	LCP81-0030
CP90-0972	CP78-0304	LCP81-0030
CP90-0973	CP78-0304	LCP81-0030
CP90-0974	CP78-0304	LCP81-0030
CP90-0978	CP82-0527	LCP81-0030
CP90-0979	CP79-0348	CP80-0323
CP90-0980	CP82-0527	LCP81-0030
CP90-0981	CP78-0304	CP80-0323
CP90-0982	CP78-0304	CP80-0323
CP90-0983	CP82-0527	LCP81-0030
CP90-0984	CP79-0332	LCP81-0030
CP90-0985	CP78-0317	CP57-0614
CP90-0988	CP70-0321	CP78-0304
CP90-0989	CP70-0330	CP79-0327
CP90-1222	CP75-1322	CP72-2086
CP91-0502	CP70-0321	CP79-0348
CP91-0503	CP79-0318	LCP81-0030
CP91-0504	CP79-0318	LCP81-0030
CP91-0505	CP72-0370	CP76-0331
CP91-0506	LCP81-0010	CP72-0370
CP91-0507	CP65-0357	CP67-0412
CP91-0508	CP65-0357	CP67-0412
CP91-0509	CP72-0370	CP76-0331
CP91-0516	CP65-0357	CP82-0519
CP91-0520	CP65-0357	CP80-0323
CP91-0523	CP82-0559	LCP81-0030
CP91-0524	CP74-0383	LCP81-0030
CP91-0525	CP74-0383	CP72-0370
CP91-0526	CP74-0383	CP72-0370
CP91-0528	CP70-0330	CP76-0331
CP91-0531	CP82-0546	CP80-0323
CP91-0533	CP82-0546	CP80-0323
CP91-0534	CP70-0330	LCP81-0030
CP91-0535	CP74-0383	LCP81-0030
CP91-0541	CP83-0628	LCP81-0030
CP91-0543	CP72-0370	CP76-0331
CP91-0544	LCP81-0010	LCP81-0030
CP91-0547	CP72-0370	CP76-0331
CP91-0550	CP81-0332	LCP81-0030
CP91-0559	CP70-0321	CP74-1210
CP91-0561	CP72-0370	LCP81-0030
CP91-0562	CP72-0370	LCP81-0030
CP91-0565	CP72-0370	LCP81-0030
CP91-0567	CP65-0357	CP79-0348
CP91-0568	CP65-0357	CP79-0348
CP91-0569	CP65-0357	CP79-0348
CP91-0570	CP65-0357	LCP81-0030
CP91-0573	CP65-0357	CP70-0321
CP91-0576	CP79-0318	CP70-0321
CP91-2209	US88-1014	LCP81-0030
CP91-2210	US88-1014	LCP81-0030
CP92-0612	CP72-0370	CP72-0355
CP92-0616	CP78-0304	LCP81-0030
CP92-0642	CP70-0321	LCP81-0030
CP92-0660	CP65-0357	CP70-0321
CP92-0672	CP82-0550	LCP81-0030
CP92-1132	Co285	89P3
CP92-1133	Co285	89P3
CP92-1159	CP72-2086	IAC50-134
CP92-1160	CP72-2086	IAC50-134
CP92-1161	CP72-2086	IAC50-134
CP92-1260	CP85-1758	CP72-2086
CP92-1261	CP85-1758	CP72-2086
CP92-1262	CP85-1758	CP72-2086
CP92-1263	CP85-1758	CP72-2086
CP92-1264	CP85-1758	CP72-2086
CP92-1265	CP85-1758	CP72-2086
CP92-1266	CP85-1758	CP72-2086
CP92-1267	CP85-1758	CP72-2086
CP92-1268	CP85-1758	CP72-2086
CP92-1269	CP85-1758	CP72-2086
CP92-1270	IAC50-134	CP72-2086
CP92-1279	Co285	Co281
CP92-1280	Co285	Co281
CP92-1281	CP84-1198	Co281
CP92-1300	CL61-0620	CP72-2086
CP92-1362	Co281	CP72-2086
CP92-1363	Co281	CP72-2086
CP92-1364	Co281	CP72-2086
CP92-1365	Co281	CP72-2086
CP92-1366	Co285	CP72-2086
CP92-1367	Co285	CP72-2086
CP92-1368	Co285	CP72-2086
CP92-1369	Co285	CP72-2086
CP92-1370	Co285	CP72-2086
CP92-1371	Co285	CP72-2086
CP92-1372	Co285	CP72-2086
CP92-1373	Co285	CP72-2086
CP92-1374	Co285	CP72-2086
CP92-1375	Co285	CP72-2086
CP92-1376	Co285	CP72-2086
CP92-1377	Co285	CP72-2086
CP92-1378	Co285	CP72-2086
CP92-1379	Co285	CP72-2086
CP92-1380	Co285	CP72-2086
CP92-1381	Co285	CP72-2086
CP92-1382	Co285	CP72-2086
CP92-1383	Co285	CP72-2086
CP92-1384	Co285	CP72-2086
CP92-1385	Co285	CP72-2086
CP92-1386	Co285	CP72-2086
CP92-1387	Co285	CP72-2086
CP92-1388	Co285	CP72-2086
CP92-1389	Co285	CP72-2086
CP92-1390	Co285	CP72-2086
CP92-1391	Co285	CP72-2086
CP92-1392	Co285	CP72-2086
CP92-1393	Co285	CP72-2086
CP92-1394	Co285	CP72-2086
CP92-1395	Co285	CP72-2086
CP92-1396	Co285	CP72-2086
CP92-1397	Co285	CP72-2086
CP92-1398	Co285	CP72-2086
CP92-1399	Co285	CP72-2086
CP92-1400	Co285	CP72-2086
CP92-1401	Co285	CP72-2086
CP92-1402	Co285	CP72-2086
CP92-1403	Co285	CP72-2086
CP92-1404	Co285	CP72-2086
CP92-1405	Co285	CP72-2086
CP92-1406	Co285	CP72-2086
CP92-1407	Co285	CP72-2086
CP92-1408	Co285	CP72-2086
CP92-1409	Co285	CP72-2086
CP92-1410	Co285	CP72-2086
CP92-1411	Co285	CP72-2086
CP92-1412	Co285	CP72-2086
CP92-1413	Co285	CP72-2086
CP92-1414	Co285	CP72-2086
CP92-1415	Co285	CP72-2086
CP92-1416	Co285	CP72-2086
CP92-1417	Co285	CP72-2086
CP92-1418	Co285	CP72-2086
CP92-1419	CP70-1133	CP72-2086
CP92-1420	CP70-1133	CP72-2086
CP92-1421	CP70-1133	CP72-2086
CP92-1422	CP70-1133	CP72-2086
CP92-1423	CP70-1133	CP72-2086
CP92-1424	CP70-1133	CP72-2086
CP92-1425	CP70-1133	CP72-2086
CP92-1426	CP70-1133	CP72-2086
CP92-1427	CP70-1133	CP72-2086
CP92-1428	CP70-1133	CP72-2086
CP92-1429	CP70-1133	CP72-2086
CP92-1430	CP70-1133	CP72-2086
CP92-1431	CP70-1133	CP72-2086
CP92-1432	CP70-1133	CP72-2086
CP92-1433	CP70-1133	CP72-2086
CP92-1434	CP70-1133	CP72-2086
CP92-1435	CP70-1133	CP72-2086
CP92-1436	CP70-1133	CP72-2086
CP92-1437	CP70-1133	CP72-2086
CP92-1438	CP70-1133	CP72-2086
CP92-1439	CP70-1133	CP72-2086
CP92-1440	CP70-1133	CP72-2086
CP92-1441	CP70-1133	CP72-2086
CP92-1442	CP70-1133	CP72-2086
CP92-1443	CP70-1133	CP72-2086
CP92-1539	CP65-0357	CP80-1743
CP92-1540	CP65-0357	CP80-1743
CP92-1541	CP65-0357	CP80-1743
CP92-1542	CP65-0357	CP80-1743
CP92-1543	CP65-0357	CP80-1743
CP92-1544	CP65-0357	CP80-1743
CP92-1545	CP65-0357	CP80-1743
CP92-1546	CP65-0357	CP80-1743
CP92-1547	CP65-0357	CP80-1743
CP92-1548	CP65-0357	CP80-1743
CP92-1549	CP65-0357	CP80-1743
CP92-1550	CP65-0357	CP80-1743
CP92-1551	CP65-0357	CP80-1743
CP92-1552	CP65-0357	CP80-1743
CP92-1553	CP65-0357	CP80-1743
CP92-1554	CP65-0357	CP80-1743
CP92-1555	CP65-0357	CP80-1743
CP92-1556	CP65-0357	CP80-1743
CP92-1557	CP65-0357	CP80-1743
CP92-1558	CP65-0357	CP80-1743
CP92-1559	CP65-0357	CP80-1743
CP92-1835	US88-1014	CP72-2086
CP92-1836	US88-1014	CP72-2086
CP92-1837	US88-1014	CP72-2086
CP92-1838	US88-1014	CP72-2086
CP92-1839	US88-1014	CP72-2086
CP92-1840	US88-1014	CP72-2086
CP92-1841	US88-1014	CP72-2086
CP92-1842	US88-1014	CP72-2086
CP92-1843	US88-1014	CP72-2086
CP92-1844	US88-1014	CP72-2086
CP92-1845	US88-1014	CP72-2086
CP92-1882	Co285	Co281
CP93-1297	CP81-1238	CP72-2086
CP93-1298	CP81-1238	CP72-2086
CP93-1299	CP81-1238	CP72-2086
CP93-1300	CP81-1238	CP72-2086
CP93-1301	CP81-1238	CP72-2086
CP93-1302	CP81-1238	CP72-2086
CP93-1303	CP81-1238	CP72-2086
CP93-1304	CP81-1238	CP72-2086
CP93-1305	CP81-1238	CP72-2086
CP93-1306	CP81-1238	CP72-2086
CP93-1307	CP81-1238	CP72-2086
CP93-1308	CP81-1238	CP72-2086
CP93-1309	CP81-1238	CP72-2086
CP93-1310	CP81-1238	CP72-2086
CP93-1311	CP81-1238	CP72-2086
CP93-1312	CP81-1238	CP72-2086
CP93-1313	CP81-1238	CP72-2086
CP93-1314	CP81-1238	CP72-2086
CP93-1315	CP84-1591	CP72-2086
CP93-1316	CP84-1591	CP72-2086
